"Gene_ID","s1C104_Pre","s1C110_Pre","s1C125_Pre","s1C113_Pre","s1C114_Pre"
"HSPB2",0,0,0,0,0
"LOC100506725",0,0,0,6,0
"NHEJ1",604,462,478,613,417
"C2ORF80",0,0,0,0,0
"GS1-124K5.4",92,58,36,51,22
"IPO11",897,607,709,1071,682
"LINC02026",0,0,4,0,0
"STXBP5-AS1",50,32,92,106,46
"TBC1D10B",1053,881,705,642,511
"STK33",40,18,4,15,4
"MIR146B",8,0,0,0,0
"HIST1H2BF",1929,1149,557,463,442
"OPN1MW2",0,0,0,0,0
"IGFALS",47,8,9,1,3
"ZNF609",8452,6865,5882,9606,7250
"CHCHD6",137,125,67,142,127
"MYO1A",59,27,53,28,7
"TRMT13",1526,732,1316,1258,716
"PALM2",0,6,0,0,0
"SRP14",2644,3153,1962,2697,2345
"MIR199B",0,0,0,0,0
"CNTD1",0,0,1,2,0
"DDX4",4,0,0,0,0
"CTAGE15",8,1,21,1,0
"FAM78A",6524,5504,4346,3906,3484
"LINC01671",0,0,28,11,0
"FAM120A",9525,8368,7198,8801,7589
"FAM217A",0,0,0,0,0
"FUNDC1",145,173,156,241,185
"CISD2",536,550,411,737,433
"MIR6785",0,0,0,0,0
"UBE2MP1",5,5,9,8,18
"SH3RF1",73,107,49,16,12
"LOC100506691",0,3,0,0,0
"HYDIN2",6,6,6,12,0
"LOC101928443",0,0,0,0,0
"ZNF722P",0,0,0,0,0
"TTTY14",42,52,0,0,0
"LINC01524",0,0,5,3,0
"STRADB",492,598,580,1071,729
"NCR2",0,0,0,0,0
"FLI1",9276,8784,6289,7628,5907
"LLPH",546,619,497,879,583
"PLXDC2",749,1670,1085,23,165
"BCL9",1269,1936,1233,1649,1092
"C2ORF42",932,608,523,735,549
"SMYD2",1135,858,968,1075,770
"CYP4F12",20,8,6,8,19
"SAP18",3269,3915,2559,4175,2771
"IFIT1B",0,0,0,0,0
"DNAJA1",5882,2425,3375,4967,7635
"LOC100128253",0,0,0,0,0
"SLC37A3",790,522,562,1206,843
"OR5AK4P",0,0,0,0,0
"SDR39U1",1209,564,939,1387,819
"MIR20A",0,0,0,0,0
"TAS2R8",9,8,4,2,4
"SNAPC4",621,256,399,633,381
"USP17L28",0,0,0,0,0
"MIR6821",0,0,0,0,0
"LCE3D",0,0,0,0,0
"DIDO1",9047,6461,6683,7749,4595
"GCFC2",1294,1381,1143,1366,1069
"LOC100506885",0,0,0,0,0
"ZNF326",2838,2059,2552,4174,2255
"CALCB",0,0,0,2,0
"C1QTNF3-AMACR",32,6,7,32,11
"MIR4713HG",0,0,0,1,0
"GSTO2",24,20,17,35,14
"SP140L",3141,2212,2970,3637,2552
"GS1-279B7.1",0,0,0,0,0
"GALNT12",345,269,332,418,383
"FNDC8",0,0,0,0,0
"CHKA",141,118,123,199,282
"LOC101927410",0,0,0,0,0
"SNORA5C",40,64,35,29,23
"RAB11FIP1",3611,2891,2641,4241,2719
"RALGAPA1",6053,4058,4503,6653,4617
"AES",16653,18049,12481,18021,12842
"PSG8-AS1",0,0,0,0,0
"LOC108783645",3,11,14,2,4
"BAZ2B",3369,2548,2523,2677,2156
"NXF5",9,0,2,11,6
"TMEM252",0,7,0,0,0
"SMARCAL1",812,808,754,778,669
"UST",520,507,276,502,286
"TSTA3",574,508,297,528,352
"TRPC4AP",4322,2530,3007,4144,2751
"EFCC1",0,11,5,3,0
"CSTA",118,328,229,0,0
"TCF19",441,433,189,349,177
"LOC101927691",6,1,13,4,0
"KIR3DL1",29,33,11,7,7
"APOL2",1120,1053,1043,1195,947
"SPATA31D3",0,0,0,0,0
"MIR6086",0,0,0,0,0
"HRH2",360,338,308,317,145
"KRBA2",254,192,223,274,227
"MT1M",0,0,0,0,0
"SLC6A7",0,0,0,0,0
"ADSSL1",57,33,58,38,52
"MIR1254-2",0,0,0,0,0
"MIR7854",24,12,17,10,7
"CNIH4",609,501,402,644,389
"TNRC17",0,0,0,0,0
"ADAT2",926,371,1122,1081,644
"PSENEN",333,315,233,296,181
"ACAD8",551,255,486,669,433
"C1ORF226",0,0,0,0,0
"OGN",17,32,20,18,4
"MXD4",2525,1736,1564,1684,1682
"NLGN4Y",174,115,0,0,0
"PAM16",20,0,11,8,28
"SPRR1B",0,0,0,0,0
"CDC26",217,327,145,276,157
"PLK2",529,123,204,286,1053
"CAVIN2",254,3382,4560,65,449
"TAOK3",5405,5128,4476,5263,4150
"C21ORF62",0,0,0,0,0
"MUTYH",513,392,502,763,556
"ENGASE",1269,432,834,1569,858
"AHCY",291,562,256,373,457
"RPRD2",8518,8212,5919,8412,6107
"IHH",13,7,3,0,0
"THYN1",735,627,518,848,523
"LINC02530",0,0,0,0,0
"DENND6A",4776,4270,3377,4819,4140
"HOMER2",77,80,92,24,9
"PDZRN3",0,0,3,0,0
"CREB3L2",3177,3264,2230,2836,2446
"GNGT1",0,0,0,0,0
"ACAT2",646,449,338,705,648
"MLX",1299,1043,963,1260,871
"ACR",5,5,0,0,0
"LGMN",166,282,175,169,89
"SH2B2",87,172,80,28,40
"PLD1",270,185,152,49,55
"UVSSA",2161,766,1421,1761,1648
"TRAPPC12",1754,1128,1322,1484,1188
"SNORD113-3",0,0,0,0,0
"ZNF431",3076,1627,1635,2408,1750
"KRBA1",333,205,262,344,136
"DENND2A",2,0,0,0,7
"LINC00324",233,198,139,91,190
"MIR7843",0,0,0,0,0
"KCNA3",22345,16451,16012,27897,19209
"SNORD117",207,130,172,151,152
"SOX17",0,0,0,0,0
"ZNF304",420,468,265,307,210
"BIVM",195,170,145,148,100
"SLC11A1",376,511,634,20,64
"OLFML2A",7,38,7,0,9
"NUP205",3971,2994,3240,4673,2951
"CCDC92",1757,2008,1498,1287,1258
"CASD1",2499,1792,2059,2596,1584
"TBC1D30",47,73,34,12,8
"MAT2A",5279,3294,4248,4640,4894
"MIR548I2",0,4,0,0,0
"IQSEC2",184,229,132,55,41
"NCBP1",4230,2604,3278,4465,2764
"MIR6504",3,15,3,10,3
"MIR3151",0,0,0,0,0
"ANTXR1",0,4,0,1,6
"CRKL",4116,4064,2909,3690,2761
"BTC",0,0,0,0,0
"SNORD116-29",4,7,13,28,10
"FAM227B",107,141,82,106,75
"ABCC13",0,0,0,0,0
"DPPA5",0,0,0,0,0
"OXCT2P1",0,0,0,0,0
"MIR6765",0,0,0,0,0
"LINC02189",0,0,0,0,0
"ZKSCAN2",530,435,207,375,259
"TBC1D29",8,0,3,0,0
"ADAM21",0,0,2,0,0
"ANKRD20A4-ANKRD20A20P",55,32,31,46,12
"PZP",0,1,2,0,1
"LOC101929243",119,51,57,87,57
"HRAT17",0,0,0,0,0
"DSN1",250,165,252,335,169
"CEP192",5742,3855,4140,5192,4174
"CKAP2L",78,40,40,30,15
"KLK9",0,0,0,0,0
"EFCAB13",364,729,669,780,382
"RGS22",0,0,0,0,0
"GUCY2D",2,4,17,0,0
"INO80E",1152,782,920,1100,744
"PWAR5",1875,1268,1355,2214,1345
"AMOTL2",0,0,0,2,0
"MAMDC4",102,38,94,151,76
"MRPL9",1342,1339,1154,1866,1195
"OR4N2",0,0,0,0,0
"MAPKAPK5-AS1",709,542,452,793,431
"RHCG",0,0,0,0,0
"FGF17",5,1,0,3,0
"MIR3714",0,0,0,0,0
"H2AFB3",0,0,0,0,0
"LINC01777",0,0,0,0,0
"AKAP8L",2253,1620,1732,2251,1779
"ARMC6",387,376,319,373,269
"OSGEPL1",337,296,286,363,226
"RDH14",7,2,4,18,24
"MIR196A1",0,0,0,0,0
"LINC00266-3",0,0,13,0,0
"SLC2A13",333,300,255,341,320
"CFAP36",747,725,387,1117,990
"DSCAM-IT1",0,0,0,0,0
"LINC00265",537,264,340,422,361
"GPAT2",98,0,25,14,55
"LOC730098",14,14,22,55,20
"AGPS",2786,2442,2053,2668,2173
"PRDM16",16,11,6,0,0
"CDK4",546,651,532,457,386
"COMMD6",1055,1146,553,1205,940
"IKZF5",3383,2276,2315,4401,2488
"SNORA80A",7,15,10,11,0
"MIR4308",12,11,31,28,55
"PFN1",19580,20632,13626,14947,13032
"SYDE2",339,292,478,548,313
"TSTD3",109,121,30,74,63
"VIRMA",4038,3741,3143,4331,2786
"HTR4",3,0,0,0,0
"RNF216-IT1",110,67,139,185,87
"MIR1244-4",0,0,0,0,0
"BRWD3",7132,4405,5351,6578,5572
"PRKAR2A",2522,2292,1939,2590,1914
"DNAH10",22,10,19,30,26
"KRTAP5-11",0,0,0,0,0
"MBLAC1",56,35,31,38,36
"FCAMR",0,0,0,0,0
"LIN7C",3124,3353,2513,4390,2384
"LOC440040",0,0,0,0,0
"BACH2",4013,4076,4458,7851,5241
"LOC100507507",223,88,63,67,75
"PLUT",0,0,0,0,0
"ZNF276",5620,2528,4346,4707,4325
"AHCYL2",1036,966,1007,1290,973
"LOC494141",1,1,0,0,2
"CLDN16",0,0,0,0,0
"PHTF1",420,280,283,338,243
"KCNT2",0,0,0,0,0
"LOC105371703",0,0,0,0,0
"LOC101927708",3,5,6,21,5
"ULK4P2",0,0,0,0,0
"CRADD",247,156,106,153,218
"SLC22A5",188,143,174,168,280
"LINC00934",0,0,0,0,0
"BLM",569,523,457,680,537
"LOC105376382",0,0,0,0,0
"VEPH1",0,71,97,7,16
"STRIP1",1806,1308,1318,1878,1357
"BEGAIN",64,25,71,110,0
"RAD17",1773,1135,1238,1685,1262
"KCNC3",203,302,333,124,98
"FLNC",0,0,0,7,0
"LMO7",1100,1251,905,1455,1453
"LINC01928",0,0,0,0,0
"MIR181C",0,0,0,0,0
"ERV3-1",798,344,579,661,523
"SLC13A1",0,0,0,0,0
"SCFD1",2599,1754,1983,2603,1956
"LOC102723493",0,2,0,5,0
"MIR5695",8,3,6,0,0
"LINC01858",0,0,0,0,0
"MIR642B",0,0,0,0,0
"CRAT",268,428,291,329,332
"ENTPD3",0,0,0,0,1
"CTXND1",0,0,0,0,0
"LOC105376271",0,7,0,0,9
"C5ORF42",2445,1404,1533,1947,1693
"MYMX",0,0,1,0,0
"ENDOU",7,2,1,0,0
"ZFYVE9",460,451,327,603,385
"ANKRD24",70,13,46,86,4
"RNA18SN3",0,0,0,0,0
"DDTL",72,42,0,4,63
"LRRC45",259,141,167,200,108
"NCKAP1",478,379,269,294,258
"HSD17B12",952,1574,982,1075,837
"PCDH9-AS2",0,0,0,0,0
"LINC02365",9,0,0,14,6
"NRG1",8,9,48,7,0
"LINC01206",0,0,0,0,0
"PTRH1",94,71,76,114,51
"ASB1",1030,786,689,862,643
"UBTFL1",0,0,8,0,0
"OR4A15",0,0,0,0,0
"TRNT1",703,413,510,660,383
"AKT2",3765,2757,2854,4484,3072
"ANKRA2",1317,849,917,1194,793
"CCL8",0,0,0,0,0
"GORASP2",2781,3660,2248,3198,2512
"GRIN3B",1,3,2,6,10
"MIR942",2,0,13,0,0
"MIR369",0,0,0,0,0
"DISP2",23,5,16,0,0
"GNG2",10344,9102,6461,7113,6451
"LINC00565",320,56,261,366,176
"MIR1182",0,0,0,0,0
"PPP2R3B",0,0,0,0,0
"LINC02107",0,0,0,0,0
"ABHD11-AS1",0,0,3,0,0
"MIR6810",0,0,0,0,0
"PQLC3",900,1077,826,757,730
"MIR3976HG",0,0,0,0,0
"MYH13",0,0,0,0,0
"MIR4440",0,7,19,26,19
"PPOX",502,184,346,481,268
"MIR4443",0,0,0,0,0
"STN1",2564,2103,2024,2412,2044
"PIP4K2C",1232,871,994,1196,1061
"AQP8",10,0,5,20,4
"C4ORF19",0,0,2,1,0
"GPA33",432,675,426,796,495
"PTPRZ1",0,0,0,0,0
"PLA2G4A",39,61,28,2,6
"NUDT5",1618,1371,1328,1395,1044
"TTTY8",0,0,0,0,0
"PPP1R13L",83,93,47,181,71
"LOC100129620",0,0,0,0,0
"UBE2L5",5,21,4,22,31
"FAM214B",464,364,322,255,186
"WDR86-AS1",205,221,226,247,224
"ZNF470",238,215,219,124,116
"LOC101928936",0,0,0,0,2
"TMIGD2",178,359,271,329,359
"MUC22",0,0,0,0,0
"MIR624",10,0,12,11,8
"GSTO1",387,485,395,346,234
"RNF186",0,0,0,0,0
"MUCL1",0,0,0,2,0
"ZBTB18",2470,2435,2277,2956,2246
"LRRC32",19,29,26,14,11
"WDR83",80,64,62,96,38
"MIRLET7I",30,3,18,8,40
"MLF1",72,72,86,224,381
"LOC105369632",0,3,1,8,7
"SULF1",0,0,0,0,0
"MIR760",21,5,25,15,0
"HOXB5",1,0,0,0,0
"TSC2",2908,1832,2164,3000,2039
"HLA-DQA1",1973,2057,1426,54,483
"SUGT1",798,693,584,793,637
"METTL25",587,617,425,655,447
"TPST1",81,32,46,139,40
"SNORD114-31",0,0,0,0,0
"TM9SF3",7692,7392,5611,8078,5850
"THNSL2",13,7,15,13,0
"C9ORF139",41,29,35,16,3
"UCHL3",405,463,406,515,392
"HS3ST5",0,0,0,0,0
"AP3B2",5,12,16,4,114
"TEX261",1514,1647,1251,1802,1279
"BAD",117,186,111,180,86
"ZCCHC3",1330,1467,783,1609,834
"COPG2",451,741,412,479,277
"NRTN",0,1,9,12,0
"DIEXF",1783,1404,1358,1630,1230
"RANBP6",2924,2584,1961,3236,1692
"PLA2G4F",2,0,0,0,0
"LINC00971",0,0,0,0,0
"FRAS1",0,6,2,0,0
"RASIP1",18,11,0,12,0
"LINC00395",0,0,0,0,0
"LINC01237",232,38,223,300,97
"SIX6",0,0,0,0,0
"MIR4266",0,0,0,0,0
"RARRES3",1253,1712,974,1383,1195
"CLEC4G",1,8,13,0,0
"MIR562",12,11,2,11,9
"ZCCHC18",60,40,26,29,34
"LOC101927018",13,4,2,15,8
"SFTA2",0,0,0,0,0
"IL17C",2,3,0,3,2
"KRCC1",516,670,413,500,348
"KRT84",0,0,0,0,0
"ID4",0,0,0,0,0
"SNHG5",2752,3113,1356,1793,2906
"LOC105377458",5,6,1,4,0
"MIR4535",0,0,0,0,0
"LOC101929380",0,7,4,0,0
"MIR7109",0,0,0,0,0
"MIF-AS1",75,52,182,133,18
"RNF151",5,0,1,7,0
"TMEM161B-AS1",382,256,239,299,160
"APOBR",941,817,688,645,344
"LRRTM2",15,21,39,24,0
"SNAP47",427,477,488,569,403
"LOC101929563",0,0,0,0,0
"TBC1D8-AS1",8,3,4,1,0
"FPR1",114,188,482,4,7
"MIR4776-1",0,0,0,0,0
"MIR550A3",0,0,3,0,0
"THSD4",0,0,0,0,0
"ZNF474",20,18,5,3,14
"CAPN10",622,350,529,604,469
"MIR617",0,0,0,0,0
"MIR4665",0,0,0,0,0
"RAB29",3502,2502,2370,2291,1959
"GOLGA8H",0,0,0,0,0
"SETDB2-PHF11",81,34,43,39,27
"RRM1",1705,1356,1306,2169,2099
"HYMAI",7,12,8,11,8
"DNAJC3",3361,3512,2562,3306,2686
"PICART1",3,0,1,0,0
"TNFAIP8L2",156,296,206,88,50
"C8ORF37-AS1",8,0,7,10,23
"SPAG7",329,336,282,321,227
"ZNF277",917,1052,745,1158,795
"RUFY1",1175,1555,1688,1143,1098
"GCNT2",280,268,314,237,140
"PROK2",447,121,121,94,108
"CPB2",0,0,0,0,0
"LINC00235",10,5,0,1,0
"LINC01920",0,0,0,0,0
"ZFP1",617,623,424,782,525
"GALNT10",3806,2390,1975,2406,2495
"C8ORF59",917,712,590,932,689
"PRKCQ",5779,4459,3966,5872,4705
"LOC101060553",51,0,8,18,27
"LOC102724452",0,0,0,0,0
"LOC343052",0,0,0,0,0
"JRKL-AS1",0,0,0,0,0
"WDR53",456,233,354,432,250
"KIAA1107",367,324,259,540,302
"MBD3L4",0,0,0,0,0
"MIR365B",0,0,0,0,0
"FAM3C",676,775,567,623,532
"PTPRF",2,48,27,0,6
"LOC101927870",9,18,0,9,0
"PAPOLG",3089,2767,2492,3165,2300
"TAS1R2",0,0,0,0,11
"SURF1",243,297,194,290,230
"OR5AS1",0,0,0,0,0
"OR10R2",0,0,0,0,0
"CST13P",0,0,0,0,0
"ICOSLG",60,53,57,82,177
"RPS4Y1",5563,7860,0,0,0
"SMOC2",0,0,0,0,0
"LINC00458",0,0,0,0,0
"PCLAF",53,76,41,24,41
"BFAR",1296,1234,985,1335,910
"ZNF713",74,111,64,186,115
"EVL",16037,12195,12738,18848,12738
"SLC9A7P1",22,67,33,6,7
"C2CD4D",29,11,8,6,15
"MIR4690",0,0,0,0,0
"CDRT1",16,8,11,9,0
"LINC01757",0,0,0,0,0
"IFNA6",0,0,0,0,0
"HDAC11",57,62,58,109,54
"CD1C",188,460,311,2,50
"LOC101927450",0,0,0,0,0
"MIR6803",0,0,0,0,0
"DCAF16",3647,3338,3051,4212,2450
"SLURP1",0,0,0,0,0
"KCNIP4",0,1,2,0,0
"ANKRD26P3",0,0,0,3,0
"ANO9",1815,481,1770,2941,1810
"FARP1",3,16,2,12,0
"NFKBIE",434,208,230,305,336
"RIC8B",1009,825,855,1100,829
"FUBP3",1176,1323,1144,1462,1078
"VTRNA1-1",0,0,2,8,11
"GPRC6A",0,0,0,0,0
"MIR4497",0,0,0,0,0
"UMPS",851,872,548,708,359
"TTTY15",1705,1422,0,0,0
"EPM2A",345,287,147,246,128
"DTWD2",407,350,355,487,298
"SNORD116-9",0,0,0,0,0
"OSBP2",111,59,252,78,64
"TEDC1",491,128,257,454,1092
"PTEN",10180,10636,7413,9455,7755
"PUM3",1628,1216,1289,1713,1304
"TTLL6",0,0,0,0,0
"NRCAM",266,233,21,26,90
"FBXW11",2372,2101,1824,1950,1586
"TNFRSF1B",6655,6323,4273,3569,3126
"DNAH6",335,218,404,723,213
"MIR509-3",0,0,0,0,0
"DPYSL2",2933,3951,2134,1577,1327
"LOC101928119",0,0,0,0,0
"NUP43",1150,869,921,936,582
"BAIAP2-AS1",188,306,127,148,62
"MIR340",1,0,8,0,3
"SLC25A46",2389,2483,1777,2210,1573
"LINC00559",0,0,0,0,0
"MORC1-AS1",0,0,0,0,0
"LNX1",10,0,0,3,0
"LCE1C",0,0,0,0,0
"P3H3",59,7,21,42,40
"LCA5",25,22,15,22,9
"FSCN3",43,3,24,13,5
"PHOSPHO2-KLHL23",0,0,0,0,0
"DNASE1",451,218,388,478,301
"LINC01193",0,0,0,0,0
"MIR3914-2",0,0,0,0,0
"CGN",28,8,6,6,10
"ELMO1",6572,6267,5462,7224,5134
"FABP3",0,0,0,0,0
"TIMM22",457,369,358,419,390
"POMC",95,108,79,27,15
"TDRD3",965,881,762,1009,648
"IPMK",1211,1043,1033,918,725
"SCAI",2541,1967,2417,2510,1802
"DAPK3",328,325,289,402,369
"TAS2R41",43,4,73,41,27
"INTS10",2586,2009,1972,2700,2039
"ITGB7",5222,3816,3698,4282,4628
"EDDM13",1,3,0,0,11
"TBRG1",3450,1559,2632,3606,2470
"TAS1R3",73,24,20,39,45
"KIF11",273,327,265,172,196
"MIR5194",65,32,50,37,63
"GFOD2",549,330,398,508,326
"MIR6070",3,0,0,0,0
"MIR877",0,0,0,0,0
"PAQR9",0,0,0,0,0
"RNASEK",149,87,91,142,80
"LINC01991",0,0,0,3,0
"CCSER1",113,123,93,51,101
"LILRB3",116,573,237,23,40
"KRTAP10-9",0,0,0,0,0
"LOC101928739",0,0,0,5,0
"LBH",7893,9157,5323,6714,5170
"ZSCAN9",84,68,47,52,34
"TTC39C-AS1",90,114,57,102,30
"CAPS",727,222,525,714,590
"THBS2",0,0,0,0,0
"VASH2",0,13,13,0,0
"LOC101929268",0,0,0,0,0
"NHP2",608,606,348,581,496
"LOC101928131",0,0,0,0,0
"CREB1",5577,5035,4530,4874,4263
"GTF3A",3522,4368,2737,4710,3139
"LINC02476",0,0,0,0,0
"OPA1",4842,4261,3692,5153,3798
"RPL13",29271,37450,20700,38326,29522
"XKR3",0,0,0,0,0
"DSG3",0,0,0,0,0
"MBLAC2",723,822,694,576,464
"CUX1",3601,4447,2879,4055,2864
"PTPRN",0,6,18,0,0
"IL26",1,1,6,0,0
"RIIAD1",0,0,0,0,0
"RNA5S10",0,0,0,0,0
"MPP2",76,14,59,96,18
"RNF38",7564,7085,5435,9095,6643
"SYS1",1960,1248,1123,2617,1962
"SPATA6",212,300,173,226,76
"RDH5",12,19,22,34,37
"LOC105372493",26,14,34,22,12
"MIR6087",0,0,0,0,0
"MGAT5",4851,4732,3590,5634,3912
"ECHDC2",916,272,629,1111,660
"OR1A2",0,0,0,2,0
"MIR19B2",0,0,0,0,0
"LOC100287467",8,8,13,0,11
"MMP25-AS1",928,381,640,754,576
"PARVA",90,78,66,110,49
"LOC105370941",110,50,29,56,38
"LILRB4",107,232,169,13,24
"COL15A1",5,9,7,3,5
"TBCK",2045,1894,1891,2455,1634
"MAST3",4939,3946,3197,3684,3053
"TSHZ3",506,217,181,85,95
"PSMB7",1167,1360,857,1351,997
"LINC00261",0,0,0,0,0
"LOC101929162",0,0,1,4,0
"LOC574538",0,0,0,0,0
"LOC102724357",0,0,0,0,0
"LINC00240",6,0,6,0,0
"ATP23",139,190,144,168,141
"F8",232,170,137,140,149
"MIR5001",0,0,0,0,0
"LRRIQ3",15,64,35,13,17
"LINC02291",0,4,0,0,0
"DRC7",0,0,0,0,0
"WDR72",0,3,0,5,0
"ALG11",396,280,270,379,171
"KCNJ2-AS1",0,0,10,0,0
"LINC01647",0,0,0,0,0
"OSBPL5",1064,389,532,353,366
"SENP2",1494,902,1032,1917,1515
"LOC648987",715,372,372,678,560
"PLCXD1",0,0,0,0,0
"CDK20",140,93,86,182,146
"KNOP1",408,420,430,533,371
"TEDC2",11,13,0,0,10
"PPIL1",315,375,231,275,189
"SYAP1",1252,1245,1073,2469,2341
"DEFB114",0,0,0,0,0
"LOC101929076",4,0,0,5,8
"LOC728743",1404,1072,931,1325,998
"ZNF416",135,217,101,196,103
"TNRC6A",6979,4576,5217,7747,5242
"LINC01000",6435,2948,4950,6600,4856
"HIST2H2BC",170,67,73,46,63
"HLTF",1065,889,834,1006,675
"LRRC3",58,79,69,99,56
"SLC13A4",0,0,0,0,0
"SFXN1",3046,2070,2205,3744,2681
"ROCK1P1",90,103,72,135,80
"LOC644135",0,0,0,0,0
"MIRLET7E",0,0,0,0,0
"ITCH",6009,4760,3896,5782,4323
"PIAS1",8835,9376,6929,9359,6561
"MNX1",0,0,0,0,0
"PLEKHM2",1961,1520,1512,2394,1759
"EWSAT1",0,0,0,0,0
"LINC01605",0,0,0,0,0
"CLEC2L",0,4,3,0,10
"MIR4651",1,0,0,8,10
"DPH1",1085,699,926,1319,849
"FRAT2",505,353,327,369,358
"XIST",0,0,119105,147071,108236
"PALD1",11,21,20,9,1
"LOC103908604",0,0,0,0,0
"PADI2",100,377,198,8,22
"PGBD3",0,0,0,0,0
"INCENP",696,658,607,626,406
"MAPRE2",5434,6328,4193,6071,5692
"MYH1",0,0,0,0,0
"DPP7",2265,1412,1560,2067,1696
"XAGE1E",0,0,0,0,0
"CLGN",0,1,0,0,0
"OR8H1",0,0,0,0,0
"HEBP2",910,1495,987,1421,947
"LARS",3598,4048,3774,4753,3220
"RRP7BP",599,441,508,664,557
"EFS",0,0,0,0,0
"FAM24B",85,27,83,46,35
"S100A12",49,363,314,2,18
"RAB37",2677,1903,1481,1410,1367
"MEFV",258,601,504,16,35
"PPP4R3A",8525,6727,6155,10584,9479
"MIR548AE1",0,0,0,0,0
"CSAG4",0,0,0,0,0
"MIR4251",0,0,0,0,0
"LINC02474",0,0,0,0,0
"ARHGAP18",553,792,616,217,362
"LINC02038",0,0,0,0,0
"ANO1",0,0,0,0,0
"HOXC12",0,0,0,0,0
"SNAPC1",393,297,341,736,677
"TNFSF18",0,3,0,0,0
"FOXH1",0,0,0,4,9
"LINC01988",0,0,0,0,0
"CCL2",0,6,10,0,0
"LOC100288798",165,188,135,87,118
"FAM90A7P",0,0,0,0,0
"SNORD114-18",0,0,0,0,0
"TRIM39-RPP21",0,0,0,0,0
"SNORD148",0,0,0,0,0
"TMEM54",0,0,5,2,0
"MIR6731",5,6,2,14,6
"GPD1L",1563,1475,1224,1597,1164
"KLHL31",10,14,3,6,14
"SDC1",1,0,0,0,8
"MIR643",29,34,44,45,5
"MIR150",55,10,49,57,71
"LURAP1L-AS1",0,0,0,0,0
"RPL35",8791,12642,6714,12391,9217
"JHDM1D-AS1",436,249,176,146,142
"DESI1",1584,1031,1165,1328,1315
"BTBD1",2381,2169,1778,2574,1929
"ACTA1",20,13,15,10,26
"PHF1",3309,1632,2824,5359,3433
"MIR4746",10,0,15,2,4
"OR9K2",0,0,0,0,0
"KXD1",1173,960,890,1317,838
"ISG20L2",1942,1376,1285,1982,1584
"LOC105373156",0,0,0,3,0
"TAS2R5",52,8,26,32,31
"GAREM1",8,40,4,14,3
"MIR4316",0,0,0,0,0
"MARCH3",117,260,179,206,157
"LINC02014",8,14,17,28,0
"RFC4",265,147,165,248,170
"PRNT",0,0,0,0,0
"TPM2",499,63,445,690,406
"IL7R",79738,86115,43640,80897,69304
"RPL4",30776,43866,25088,42818,33528
"TNFSF4",186,283,228,136,155
"HMHB1",0,0,0,0,0
"SNORD41",0,0,0,1,0
"CSKMT",74,21,38,59,81
"LRRC3C",19,6,6,5,0
"DGLUCY",2096,1204,1601,1614,1578
"PTPN13",899,578,746,823,629
"GOLGA8CP",0,0,0,0,0
"OR2W5",0,0,0,0,0
"PSMF1",3028,3406,2344,2942,2569
"NKX2-3",8,0,1,0,0
"AGTPBP1",6061,4671,3963,4740,3916
"RALGAPA2",4518,4285,3920,5672,4198
"CWC27",980,906,839,1213,1017
"ZDHHC4",350,568,343,503,390
"MPI",865,767,789,1044,586
"MUC5AC",0,0,0,0,0
"LRRC75B",3,2,0,2,1
"NEK1",1317,1087,1141,1203,1015
"BAMBI",26,0,8,12,16
"IP6K1",1401,1062,921,1337,783
"APBB2",9,40,12,19,0
"LINC01096",0,0,0,0,0
"MIR7706",0,0,0,0,0
"NR2C2",5864,4549,3889,5084,3851
"CASK",3221,3049,2443,4196,2859
"FXYD2",0,2,1,0,0
"ZNF239",76,47,43,59,39
"FMN2",0,0,0,0,0
"FAM173A",60,60,21,32,46
"GP5",208,244,250,297,151
"MPG",346,421,302,360,315
"TMEM30B",396,261,176,431,370
"JADE2",9547,8555,5848,9233,6854
"FAM83B",0,0,0,0,0
"NANOGP8",4,8,3,1,0
"ABCB4",65,67,67,12,53
"LINC02562",0,0,0,13,0
"ALOX5AP",745,1059,795,927,754
"PER1",6469,2638,3894,16218,13609
"NELL1",0,0,0,0,0
"ABHD14A",272,291,176,244,237
"NBPF25P",101,25,39,129,55
"ZNF256",144,348,165,350,161
"HIST1H2AC",2487,3173,1887,1448,1308
"TP73",38,20,28,16,10
"ADRA1D",0,0,0,0,0
"ATP2B1-AS1",1442,454,756,765,696
"LOC256880",15,2,10,5,1
"DPP4",2583,3948,3097,5881,3937
"LRRIQ1",0,0,0,0,0
"LRRC14",1064,724,811,983,687
"FGF7P6",32,29,18,37,38
"EIF3E",10478,16215,9426,15097,10951
"LINC01300",0,0,0,0,0
"LOC389641",89,85,63,108,44
"FAM71A",6,0,0,2,23
"MAP3K15",0,0,0,0,0
"FOXA1",0,0,0,0,0
"ZNF334",12,18,9,8,20
"LOC286177",0,0,0,0,0
"RNFT1",719,367,563,738,469
"DYNLL2",2859,3059,1863,3005,2456
"SNORA107",0,0,0,0,0
"GFOD1",191,153,97,50,111
"DDX59",1087,1007,916,1139,977
"OXR1",1987,1998,1547,2234,1200
"ZAR1L",1,0,0,0,0
"SGSM3",1698,619,1217,1673,949
"DCUN1D2",474,319,504,524,465
"FUT4",665,434,505,374,387
"CBLN4",0,0,0,0,0
"UQCRQ",609,409,253,578,252
"SERINC2",1,7,15,4,0
"NKRF",755,685,762,1071,919
"HR",0,6,0,0,4
"SERPINB12",0,0,0,0,0
"MBD3L2",0,0,0,0,0
"OSTM1",1820,1867,1426,1800,1327
